#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1024,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576718Z,27.76,temperature,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1025,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532386Z,0,error_count,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1025,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540508Z,3,error_count,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1025,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548104Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1025,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553833Z,0,error_count,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1026,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532386Z,82,health_percent,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1026,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540508Z,98,health_percent,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1026,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548104Z,84,health_percent,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1026,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553833Z,99,health_percent,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1027,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532386Z,29,load,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1027,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540508Z,11,load,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1027,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548104Z,72,load,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1027,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553833Z,89,load,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1028,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.532386Z,29.07,temperature,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1028,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540508Z,28.71,temperature,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1028,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548104Z,28.58,temperature,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle
,,1028,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553833Z,28.27,temperature,hospital_device_data,Pulse,GBS2-DEV-003,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1029,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074787Z,5,error_count,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1029,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086509Z,0,error_count,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1029,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091009Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1030,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074787Z,82,health_percent,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1030,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086509Z,99,health_percent,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1030,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091009Z,85,health_percent,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1031,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074787Z,49,load,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1031,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086509Z,86,load,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1031,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091009Z,14,load,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1032,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074787Z,33.47,temperature,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1032,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086509Z,33.22,temperature,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active
,,1032,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091009Z,33.3,temperature,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1033,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099594Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down
,,1033,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107356Z,2,error_count,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down
,,1034,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099594Z,84,health_percent,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down
,,1034,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107356Z,84,health_percent,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down
,,1035,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099594Z,15,load,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down
,,1035,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107356Z,47,load,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1036,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099594Z,32.84,temperature,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down
,,1036,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107356Z,33.06,temperature,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1037,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115079Z,3,error_count,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle
,,1037,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122461Z,2,error_count,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle
,,1038,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115079Z,92,health_percent,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle
,,1038,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122461Z,98,health_percent,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle
,,1039,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115079Z,54,load,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle
,,1039,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122461Z,58,load,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1040,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115079Z,33.44,temperature,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle
,,1040,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122461Z,32.95,temperature,hospital_device_data,Pulse,GBS2-DEV-004,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ICU-2,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1041,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980039Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1041,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987711Z,5,error_count,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1041,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994723Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1042,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980039Z,65,health_percent,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1042,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987711Z,70,health_percent,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1042,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994723Z,63,health_percent,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1043,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980039Z,60,load,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1043,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987711Z,13,load,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1043,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994723Z,11,load,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1044,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:44.980039Z,29.96,temperature,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1044,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987711Z,30.73,temperature,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active
,,1044,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994723Z,31.35,temperature,hospital_device_data,Pulse,GBS2-DEV-005,Non-Critical,Warning,Globus Medical,GBS2,Downtown,GE,ICU-2,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1045,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:05.92866Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Active
,,1046,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:05.92866Z,83,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Active
,,1047,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:05.92866Z,13,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1048,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:05.92866Z,28.8,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1049,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867886Z,5,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1049,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:30.880543Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1049,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.888052Z,0,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1049,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.907563Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1049,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914771Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1050,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867886Z,93,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1050,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:30.880543Z,82,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1050,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.888052Z,97,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1050,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.907563Z,88,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1050,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914771Z,81,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1051,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867886Z,80,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1051,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:30.880543Z,62,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1051,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.888052Z,84,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1051,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.907563Z,40,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1051,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914771Z,67,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1052,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867886Z,30.21,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1052,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:30.880543Z,29.84,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1052,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.888052Z,29.47,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1052,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.907563Z,29.2,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down
,,1052,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914771Z,28.74,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1053,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.89542Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
